file_name,file_path,class_name,class_index
112934.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112934.jpg,Apple___alternaria_leaf_spot,0
112935.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112935.jpg,Apple___alternaria_leaf_spot,0
112936.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112936.jpg,Apple___alternaria_leaf_spot,0
112937.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112937.jpg,Apple___alternaria_leaf_spot,0
112938.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112938.jpg,Apple___alternaria_leaf_spot,0
112939.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112939.jpg,Apple___alternaria_leaf_spot,0
112940.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112940.jpg,Apple___alternaria_leaf_spot,0
112941.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112941.jpg,Apple___alternaria_leaf_spot,0
112942.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112942.jpg,Apple___alternaria_leaf_spot,0
112943.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112943.jpg,Apple___alternaria_leaf_spot,0
112944.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112944.jpg,Apple___alternaria_leaf_spot,0
112945.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112945.jpg,Apple___alternaria_leaf_spot,0
112946.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112946.jpg,Apple___alternaria_leaf_spot,0
112947.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112947.jpg,Apple___alternaria_leaf_spot,0
112948.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112948.jpg,Apple___alternaria_leaf_spot,0
112949.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112949.jpg,Apple___alternaria_leaf_spot,0
112950.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112950.jpg,Apple___alternaria_leaf_spot,0
112951.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112951.jpg,Apple___alternaria_leaf_spot,0
112952.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112952.jpg,Apple___alternaria_leaf_spot,0
112953.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112953.jpg,Apple___alternaria_leaf_spot,0
112954.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112954.jpg,Apple___alternaria_leaf_spot,0
112955.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112955.jpg,Apple___alternaria_leaf_spot,0
112956.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112956.jpg,Apple___alternaria_leaf_spot,0
112957.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112957.jpg,Apple___alternaria_leaf_spot,0
112958.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112958.jpg,Apple___alternaria_leaf_spot,0
112959.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112959.jpg,Apple___alternaria_leaf_spot,0
112960.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112960.jpg,Apple___alternaria_leaf_spot,0
112961.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112961.jpg,Apple___alternaria_leaf_spot,0
112962.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112962.jpg,Apple___alternaria_leaf_spot,0
112963.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112963.jpg,Apple___alternaria_leaf_spot,0
112964.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112964.jpg,Apple___alternaria_leaf_spot,0
112965.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112965.jpg,Apple___alternaria_leaf_spot,0
112966.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112966.jpg,Apple___alternaria_leaf_spot,0
112967.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112967.jpg,Apple___alternaria_leaf_spot,0
112968.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112968.jpg,Apple___alternaria_leaf_spot,0
112969.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112969.jpg,Apple___alternaria_leaf_spot,0
112970.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112970.jpg,Apple___alternaria_leaf_spot,0
112971.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112971.jpg,Apple___alternaria_leaf_spot,0
112972.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112972.jpg,Apple___alternaria_leaf_spot,0
112973.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112973.jpg,Apple___alternaria_leaf_spot,0
112974.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112974.jpg,Apple___alternaria_leaf_spot,0
112975.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112975.jpg,Apple___alternaria_leaf_spot,0
112976.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112976.jpg,Apple___alternaria_leaf_spot,0
112977.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112977.jpg,Apple___alternaria_leaf_spot,0
112978.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112978.jpg,Apple___alternaria_leaf_spot,0
112979.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112979.jpg,Apple___alternaria_leaf_spot,0
112980.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112980.jpg,Apple___alternaria_leaf_spot,0
112981.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112981.jpg,Apple___alternaria_leaf_spot,0
112982.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112982.jpg,Apple___alternaria_leaf_spot,0
112983.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112983.jpg,Apple___alternaria_leaf_spot,0
112984.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112984.jpg,Apple___alternaria_leaf_spot,0
112985.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112985.jpg,Apple___alternaria_leaf_spot,0
112986.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112986.jpg,Apple___alternaria_leaf_spot,0
112987.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112987.jpg,Apple___alternaria_leaf_spot,0
112988.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112988.jpg,Apple___alternaria_leaf_spot,0
112989.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112989.jpg,Apple___alternaria_leaf_spot,0
112990.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112990.jpg,Apple___alternaria_leaf_spot,0
112991.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112991.jpg,Apple___alternaria_leaf_spot,0
112992.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112992.jpg,Apple___alternaria_leaf_spot,0
112993.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112993.jpg,Apple___alternaria_leaf_spot,0
112994.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112994.jpg,Apple___alternaria_leaf_spot,0
112995.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112995.jpg,Apple___alternaria_leaf_spot,0
112996.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112996.jpg,Apple___alternaria_leaf_spot,0
112997.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112997.jpg,Apple___alternaria_leaf_spot,0
112998.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112998.jpg,Apple___alternaria_leaf_spot,0
112999.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/112999.jpg,Apple___alternaria_leaf_spot,0
113000.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113000.jpg,Apple___alternaria_leaf_spot,0
113001.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113001.jpg,Apple___alternaria_leaf_spot,0
113002.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113002.jpg,Apple___alternaria_leaf_spot,0
113003.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113003.jpg,Apple___alternaria_leaf_spot,0
113004.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113004.jpg,Apple___alternaria_leaf_spot,0
113005.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113005.jpg,Apple___alternaria_leaf_spot,0
113006.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113006.jpg,Apple___alternaria_leaf_spot,0
113007.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113007.jpg,Apple___alternaria_leaf_spot,0
113008.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113008.jpg,Apple___alternaria_leaf_spot,0
113009.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113009.jpg,Apple___alternaria_leaf_spot,0
113010.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113010.jpg,Apple___alternaria_leaf_spot,0
113011.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113011.jpg,Apple___alternaria_leaf_spot,0
113012.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113012.jpg,Apple___alternaria_leaf_spot,0
113013.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113013.jpg,Apple___alternaria_leaf_spot,0
113014.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113014.jpg,Apple___alternaria_leaf_spot,0
113015.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113015.jpg,Apple___alternaria_leaf_spot,0
113016.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113016.jpg,Apple___alternaria_leaf_spot,0
113017.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113017.jpg,Apple___alternaria_leaf_spot,0
113018.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113018.jpg,Apple___alternaria_leaf_spot,0
113019.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113019.jpg,Apple___alternaria_leaf_spot,0
113020.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113020.jpg,Apple___alternaria_leaf_spot,0
113021.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113021.jpg,Apple___alternaria_leaf_spot,0
113022.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113022.jpg,Apple___alternaria_leaf_spot,0
113023.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113023.jpg,Apple___alternaria_leaf_spot,0
113024.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113024.jpg,Apple___alternaria_leaf_spot,0
113025.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113025.jpg,Apple___alternaria_leaf_spot,0
113026.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113026.jpg,Apple___alternaria_leaf_spot,0
113027.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113027.jpg,Apple___alternaria_leaf_spot,0
113028.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113028.jpg,Apple___alternaria_leaf_spot,0
113029.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113029.jpg,Apple___alternaria_leaf_spot,0
113030.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113030.jpg,Apple___alternaria_leaf_spot,0
113031.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113031.jpg,Apple___alternaria_leaf_spot,0
113032.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113032.jpg,Apple___alternaria_leaf_spot,0
113033.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113033.jpg,Apple___alternaria_leaf_spot,0
113034.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113034.jpg,Apple___alternaria_leaf_spot,0
113035.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113035.jpg,Apple___alternaria_leaf_spot,0
113036.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113036.jpg,Apple___alternaria_leaf_spot,0
113037.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113037.jpg,Apple___alternaria_leaf_spot,0
113038.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113038.jpg,Apple___alternaria_leaf_spot,0
113039.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113039.jpg,Apple___alternaria_leaf_spot,0
113040.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113040.jpg,Apple___alternaria_leaf_spot,0
113041.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113041.jpg,Apple___alternaria_leaf_spot,0
113042.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113042.jpg,Apple___alternaria_leaf_spot,0
113043.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113043.jpg,Apple___alternaria_leaf_spot,0
113044.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113044.jpg,Apple___alternaria_leaf_spot,0
113045.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113045.jpg,Apple___alternaria_leaf_spot,0
113046.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113046.jpg,Apple___alternaria_leaf_spot,0
113047.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113047.jpg,Apple___alternaria_leaf_spot,0
113048.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113048.jpg,Apple___alternaria_leaf_spot,0
113049.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113049.jpg,Apple___alternaria_leaf_spot,0
113050.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113050.jpg,Apple___alternaria_leaf_spot,0
113051.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113051.jpg,Apple___alternaria_leaf_spot,0
113052.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113052.jpg,Apple___alternaria_leaf_spot,0
113053.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113053.jpg,Apple___alternaria_leaf_spot,0
113054.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113054.jpg,Apple___alternaria_leaf_spot,0
113055.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113055.jpg,Apple___alternaria_leaf_spot,0
113056.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113056.jpg,Apple___alternaria_leaf_spot,0
113057.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113057.jpg,Apple___alternaria_leaf_spot,0
113058.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113058.jpg,Apple___alternaria_leaf_spot,0
113059.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113059.jpg,Apple___alternaria_leaf_spot,0
113060.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113060.jpg,Apple___alternaria_leaf_spot,0
113061.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113061.jpg,Apple___alternaria_leaf_spot,0
113062.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113062.jpg,Apple___alternaria_leaf_spot,0
113063.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113063.jpg,Apple___alternaria_leaf_spot,0
113064.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113064.jpg,Apple___alternaria_leaf_spot,0
113065.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113065.jpg,Apple___alternaria_leaf_spot,0
113066.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113066.jpg,Apple___alternaria_leaf_spot,0
113067.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113067.jpg,Apple___alternaria_leaf_spot,0
113068.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113068.jpg,Apple___alternaria_leaf_spot,0
113069.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113069.jpg,Apple___alternaria_leaf_spot,0
113070.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113070.jpg,Apple___alternaria_leaf_spot,0
113071.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113071.jpg,Apple___alternaria_leaf_spot,0
113072.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113072.jpg,Apple___alternaria_leaf_spot,0
113073.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113073.jpg,Apple___alternaria_leaf_spot,0
113074.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113074.jpg,Apple___alternaria_leaf_spot,0
113075.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113075.jpg,Apple___alternaria_leaf_spot,0
113076.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113076.jpg,Apple___alternaria_leaf_spot,0
113077.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113077.jpg,Apple___alternaria_leaf_spot,0
113078.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113078.jpg,Apple___alternaria_leaf_spot,0
113079.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113079.jpg,Apple___alternaria_leaf_spot,0
113080.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113080.jpg,Apple___alternaria_leaf_spot,0
113081.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113081.jpg,Apple___alternaria_leaf_spot,0
113082.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113082.jpg,Apple___alternaria_leaf_spot,0
113083.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113083.jpg,Apple___alternaria_leaf_spot,0
113084.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113084.jpg,Apple___alternaria_leaf_spot,0
113085.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113085.jpg,Apple___alternaria_leaf_spot,0
113086.jpg,/kaggle/input/datasets/nirmalsankalana/plant-diseases-training-dataset/data/Apple___alternaria_leaf_spot/113086.jpg,Apple___alternaria_leaf_spot,0
